airline_sentiment,airline_sentiment_confidence,airline,retweet_count,text
neutral,0.6637,Delta,0,@JetBlue When are you guys doing a dualcam with @RedReserve ?
neutral,1.0,Delta,0,@JetBlue Airways Stock Rating Lowered by Vetr Inc. (JBLU) - Dakota Financial News http://t.co/QW2eBEEMVg
negative,1.0,Delta,0,@JetBlue you #fail. Snow coming to DC area. Tried to get on earlier flight. You refused. Now flight 6.5 hours delayed. Greedy and foolish.
neutral,1.0,Delta,0,@JetBlue do you have a waiver for NY weather today?
positive,0.7128,Delta,0,@JetBlue got it. Thanks
negative,0.3898,Delta,0,“@JetBlue: @benjaminokeefe Thanks for including us on your tour! Did you pack your winter coat?”Unfortunately yes ❄️⛄️ #WereNotinCaliAnymore
positive,1.0,Delta,0,"@JetBlue Even though this flight #226 didn't have much needed hot beverages 4 us NY-ers, the landing was super smooth 👍👍 😊 #happytweet"
neutral,0.6733,Delta,0,@JetBlue going to San Juan!
negative,1.0,Delta,0,@jetblue is the website down? Can't print boarding pass
positive,1.0,Delta,0,"@JetBlue thanks for getting me to Boston early for @TuftsEnergyConf ""Breaking Barriers To a Clean Energy Future"""
positive,0.6931,Delta,0,@JetBlue Thanks!
neutral,1.0,Delta,0,@JetBlue are you going to be giving travel agent rates to those who hold an Iata card ???
positive,1.0,Delta,0,@JetBlue Thanks for the complimentary upgrade to first.  You are the best!
neutral,1.0,Delta,0,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/FFc13zYGJS
positive,1.0,Delta,0,"@JetBlue @Airbus  Wow, awesome videos guys https://t.co/dbcvEPn5QC Great work. #Bluemanity #CoreValues  #Passion #AeroJobMarket #avgeek"
positive,1.0,Delta,0,@JetBlue @Airbus Wow what an amazing video https://t.co/dbcvEPn5QC Great world Guys #Bluemanity #CoreValues #Passion #AeroJobMarket
positive,1.0,Delta,0,@JetBlue today my family gets to experience #mosaic status w/ me! #LifeIsGood
neutral,0.6503,Delta,0,@JetBlue real shit my nigga north don't play around!
positive,0.6394,Delta,0,@JetBlue word thanks
neutral,1.0,Delta,0,@JetBlue by any chance do u offer fresh guacamole on your flights
neutral,0.6526,Delta,0,@JetBlue Get me out of this 7 degree weather...here we go! #westpalmbeachbound  🌞✈️👸
neutral,1.0,Delta,0,@JetBlue Airways Lowered to Strong Sell at Vetr Inc. (JBLU) - Mideast Time http://t.co/yMMH9k4CBr
neutral,1.0,Delta,0,@JetBlue Thank you ! What about Paris ? Could we arrange something from there ?
neutral,1.0,Delta,0,@JetBlue we are trying to go as far away from King'sCollegeLondon as possible for charity today. Would you help us ? #jailbreak #RAG
neutral,1.0,Delta,0,@JetBlue Fliers to Gain Access to WSJ Content - @zacks_com http://t.co/GouzrdT7ZF
negative,0.674,Delta,0,"@JetBlue It's not ideal, but it's okay. Better Late Flight than never! :)"
negative,1.0,Delta,0,"@JetBlue yeah that's all been done. Define ""incidentals""? How much can I spend on gear so this trip is not a waste?"
negative,1.0,Delta,0,@JetBlue so you guys lost my bag that had all my ski gear in it. I flew here from NYC to ski. Should I buy new stuff tomorrow? ...
positive,0.6742,Delta,0,"@JetBlue 162, SMF to JFK!"
neutral,0.6039,Delta,0,"@JetBlue If you'd love to see more girls be inspired about becoming pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh"
neutral,0.3602,Delta,0,@JetBlue thanks anyways @SouthwestAir has my back! Awesome rate &amp; amazing customer service #nomoreaggravation
negative,1.0,Delta,0,@JetBlue on hold for 30 mins placed on hold then hung up on 2nd time in 2 days Only looking for group rates. BOS-SJU 5-12 to 5-19 10 people
negative,1.0,Delta,0,@JetBlue you're customer service is terrible. #NeverAgain #flywhonotblue
negative,1.0,Delta,0,@JetBlue now we are delayed until 1:02! This is ridiculous
negative,1.0,Delta,0,@JetBlue you're flight attendants suck and are always rude :( 4th bad experience with JetBlue tonight :/
negative,1.0,Delta,0,@JetBlue says the person who hasn't been delayed for hours and now sitting on a runway with a wailing baby ;)
negative,1.0,Delta,0,"@JetBlue flight 672 delayed from 9:30 to 11:47 now, still sitting on runway over 15 minutes so far. Air travel at its best."
neutral,0.3363,Delta,0,@JetBlue oh. Makes sense. My bad.
negative,1.0,Delta,0,@JetBlue 1242 now?! I may cry!
negative,0.662,Delta,0,@JetBlue why won't the site let me book tickets for nov for jfk to kin?
negative,1.0,Delta,0,@JetBlue Late Flight again lost almost 3 hours of my bay area weekend not to mention two hours of unnecessary vacation time from work.  #flt348
positive,1.0,Delta,0,@JetBlue of course !!!!
positive,0.7263,Delta,0,@JetBlue thanks! I'll do it.
negative,0.6252,Delta,0,@JetBlue yes I do. I will get you exact data. Your download is fine it's your upload bandwidth and ping that are the issue. Ping especially
positive,1.0,Delta,0,@JetBlue @FerrisSalameh Love JetBlue's speedy Twitter customer service.
neutral,1.0,Delta,0,"@JetBlue since high likelihood of snow at time of flight tomorrow, any chance I can rebook for Sunday?"
neutral,1.0,Delta,0,@JetBlue: DCA to Nantucket - Washington Business Journal http://t.co/ebxC94kFJD
positive,0.7047,Delta,0,@JetBlue thanks!
neutral,1.0,Delta,0,"@JetBlue Traveling with two kids tomorrow (ages 7 and 4) domestic, do they need birth certificates to check in at airport?"
positive,1.0,Delta,0,@JetBlue thank you so much for your effort
positive,1.0,Delta,0,@JetBlue thanks for letting us know. Hoping for no more delays!
negative,0.6854,Delta,0,@JetBlue appreciate the response Worst part is losing the non refundable hotel in Orlando. Your crew blamed wind! Hoping for no more delays!
neutral,1.0,Delta,0,@JetBlue flight 1183 to Orlando.
negative,1.0,Delta,0,"@JetBlue this is awful! flight out of jfk for our honeymoon is delayed AGAIN until 1225 AM, and we lost money on a hotel now! #delayforwhat?"
neutral,1.0,Delta,0,@JetBlue my phone number when you have any news for me is (631)891-5722
negative,1.0,Delta,0,@JetBlue flight 348 is a freaking nightmare tonight #sittingonthetarmac #delay
neutral,1.0,Delta,0,@JetBlue 😭 I used points can I get them back if I decide not to go?
neutral,1.0,Delta,0,@JetBlue is that one on the picture http://t.co/lxwbsfxfj0
negative,0.3477,Delta,0,@JetBlue I appreciate the speedy response. But the longer you delay the more inconvenience you put on your customers. Please nix change fee!
positive,0.6596,Delta,0,@JetBlue thanks!!
neutral,0.6383,Delta,0,@JetBlue can you share where it is coming from?
neutral,0.3469,Delta,0,@JetBlue weather where?  It's 60 in SFO and flight 834 is still on time to boston.
neutral,0.6612,Delta,0,“@JetBlue: @dlewis2412 Sorry! Please ask Inflght if there is an open seat you can move to.” Will do!
negative,1.0,Delta,0,@JetBlue whats going on with flight 2034.  Delayed beyond 834.  Shouldnt thre flights switch at that point?
positive,0.6551,Delta,0,@JetBlue thanks for the info... Figured that was the case. Hopefully my new hashtag will change that ;) #ABCLetJetBlueStreamFeed
negative,1.0,Delta,0,@JetBlue what's up with the broken tv in seat 6F on flight 1818 today? Planned to catch the @cavs game!!! Nooooo
neutral,1.0,Delta,0,@JetBlue April 6th. Anything specific I should know for my first flight?
negative,1.0,Delta,0,@JetBlue I bein calling JetBlue no respond I leave my number no call back I think JetBlue is loosing a customer
negative,1.0,Delta,0,@JetBlue I'm on flt 700 lax to FLL both ppl are sleeping so Id rather not disturb in flight. Tried to dl movie no go http://t.co/Nh2i9ZlzMk
negative,0.3537,Delta,0,Made it to #Costa #Rica and back @JetBlue Missing it already!  #Pura #Vida!
neutral,1.0,Delta,0,"@JetBlue me again :) you don't have ABC on Inflight TV, do you? (If so, what channel? #SharkTank is on!)"
positive,0.632,Delta,0,@JetBlue saved the day:) @Expedia lost a costumer #jetblue #makingthingseasy #feelbetter
neutral,1.0,Delta,0,@JetBlue 266 at LGB in Sunny So Cal http://t.co/V015PK7DSi
neutral,1.0,Delta,0,@JetBlue do you think snow in boston on 2/24 will effect my flight?
neutral,1.0,Delta,0,@JetBlue @markie_post I'd like to see Markie too.
neutral,1.0,Delta,0,@JetBlue who do you think is gonna win Mayweather or Pacquiao?
negative,1.0,Delta,0,@JetBlue thanks for making me miss an important dinner tonight. 2 hr delay and now 20 min on Tarmac... #worst
positive,1.0,Delta,0,@JetBlue yes! Terra blue chips were my favorite. :)
positive,1.0,Delta,0,"@JetBlue I DM'd my confirmation code... Thanks again for your help! Mommy, daddy, and kids appreciate it!"
neutral,1.0,Delta,0,@JetBlue Airways Corporation Insider Trading Update - Rock Hill Daily http://t.co/vvzkSMFKVw
neutral,0.68,Delta,0,@JetBlue thanks! I only loose 'em at airports...1st time we found it. I think @fitbit needs to make flexes that stay on when carrying bags!
negative,1.0,Delta,0,@JetBlue I don't have enough hands to count the number of times something like this has delayed my flight with you guys. Very disappointed.
negative,1.0,Delta,0,@JetBlue just called that number and left message. Are you at to pass along message to team too?
positive,0.6846,Delta,0,"Cool! ""@JetBlue: @hgeronemus We are 60% there and anticipate completing installation on all our A320's this year. http://t.co/sGckBopATA”"
positive,1.0,Delta,0,@JetBlue Love you guys sooooooo much. Ridiculously appreciated! A+ service!
negative,1.0,Delta,0,@JetBlue Any option for luggage assistance on the ground at HPN? Flight 2168 delayed 2+ hours &amp; we will have 2 sleeping kids when we land
negative,1.0,Delta,0,@JetBlue can you ask SLC checkin/bag drop if they found a dark blue/blackish fit bit flex? Would've lost it there around 445pm MT
negative,1.0,Delta,0,@JetBlue seriously?? What is going on?! http://t.co/mTHM9waObu
negative,1.0,Delta,0,@JetBlue any news on flight 122 pbi-boston delay? Can we wait to arrive at airport based on reported 1 and 1/2 hour delay?
positive,0.6544,Delta,0,@JetBlue Airways Corporation (NASDAQ:JBLU) Reaches on New High Range ... - StreetWise Report http://t.co/C7tpdKqULM
positive,0.6669,Delta,0,@JetBlue thanks...
negative,0.653,Delta,0,.@JetBlue i'm sorry.  Boarding chaos is underway.  Please query again post scrum.
negative,1.0,Delta,0,@JetBlue were boarding now I'm really not impressed. I've learnt a very valuable lesson .
neutral,1.0,Delta,0,"@JetBlue question, flying for the 1st time with my 16mont old son...do I need to bring anything for him? Birth certificate/S.S. card etc?"
neutral,1.0,Delta,0,.@JetBlue process begins 6:48
negative,1.0,Delta,0,.@JetBlue yes. Filed a claim and they issued $30 credit as a courtesy. The whole thing seems exceptionally uncourteous to me.
negative,1.0,Delta,0,.@JetBlue yes and not boarding at 6:44. Good luck with that. Push wheels up to reality.  Dare you.
negative,0.6931,Delta,0,@JetBlue I tried a burger which was good but expensive! Were lead to believe that food in the USA is cheap butnot here!
negative,1.0,Delta,0,@JetBlue I'm a trying ! But I'm tired and getting grumpy !
negative,0.6703,Delta,0,"@JetBlue flight1407, it's been a long day! Arrived from London at 11 this morning"
negative,0.6593,Delta,0,@JetBlue Why not deal with that while the plane's on the ground instead of diverting the plane &amp; adding 2 hrs to the flight?
negative,1.0,Delta,0,"@JetBlue looks like their inflatable car seats got left on the plane, so I guess they'll be back sometime!! #savethoseseats"
neutral,0.6874,Delta,0,@JetBlue imma need the hook up tho
positive,1.0,Delta,0,@JetBlue thanks!
neutral,1.0,Delta,0,@JetBlue so what about California
neutral,0.66,Delta,0,@JetBlue Thanks. Which day of the week is the direct?  The flights I saw went thru JFK   ☀️
neutral,1.0,Delta,0,@JetBlue Hawaii what deals u have for me
neutral,0.6492,Delta,0,@JetBlue Thank you.
negative,1.0,Delta,0,@JetBlue Jan 5? That's not summer http://t.co/TpzhjX7Hbt
neutral,0.7088,Delta,0,@JetBlue y'all got prices for the low??
positive,0.7065,Delta,0,@JetBlue - looking forward to it when we finally take off.
negative,1.0,Delta,0,"@JetBlue No, the flight wasn't until 9:51pm, but it's already been delayed."
negative,1.0,Delta,0,"@JetBlue, why must you always delay my Late Flight night Orlando flights? 💔"
negative,1.0,Delta,0,@JetBlue ...second incident of lost baggage.  I sent you a DM.  Thoughts?
negative,1.0,Delta,0,@JetBlue maybe announce the delay so we don't sit on the plane on the runway for an hour+ before taking off
positive,1.0,Delta,0,@JetBlue Please come to Indianapolis!
negative,1.0,Delta,0,@JetBlue flight 691 from bos to Tampa takeoff 40 min Late Flight
neutral,1.0,Delta,0,@JetBlue When will you release November flights for Flight Booking Problems?
negative,0.6766,Delta,0,".@JetBlue Ah grasshopper, your twitterz kung fu no good.  Hire geeks. http://t.co/8MWItRi9kF"
negative,0.6609,Delta,0,@JetBlue Did you discontinue nonstop service from SJC to BOS? Can't find 471 or 472 anywhere
negative,1.0,Delta,0,@JetBlue Noooo!! Why is our previously direct flight from FLL&gt;SFO diverted to LAS? Now arriving almost 2 hrs Late Flightr. 👎
negative,0.6987,Delta,0,Well lets see.  You could pay for my Negroni with bitcoin. @JetBlue
neutral,0.6563,Delta,0,@JetBlue do you know when the schedule for dec 2015 will be released?
neutral,1.0,Delta,0,@JetBlue do you have direct flights to and from Bos to St Lucia or Antigua?
positive,1.0,Delta,0,@JetBlue okay thanks. Hope to be flying with you guys soon!
neutral,1.0,Delta,0,@JetBlue do you have any afternoon flights going from BQN to JFK? I only seem to find early morning flights.
neutral,1.0,Delta,0,@JetBlue I'm flying your airline just out of #LGA 😷
positive,0.7153,Delta,0,@JetBlue he loved the #natural #beefjerky snacks😉
positive,0.6322,Delta,0,@JetBlue thanks for your reply. It was flight 1572.
positive,1.0,Delta,0,@JetBlue who is he I must send a note!!! Too good for words!
neutral,0.6457,Delta,0,"@jetblue captain ""takes as lot of muscles to frown but JUST A FEW TO SMILE. Y'all ready to go flyin?"" I mean... Now I am!"
negative,1.0,Delta,0,@JetBlue can't seem to DM you guys.. JDHADP
positive,1.0,Delta,0,@JetBlue - loving Capt Joe on our flight from BOS to SFO #633. This should be fun!
negative,1.0,Delta,0,@JetBlue Two delays.  A little proactive communication goes a long way. #howhardcanthatreallybe?
negative,0.6364,Delta,0,@JetBlue - worst view for an athlete; watching your team from the front seat of the chase van #nogearnotraining
positive,1.0,Delta,0,@JetBlue It was fabulous! Very pleased.
neutral,1.0,Delta,0,@JetBlue I'll take 3 round trip tickets to the closest warmest place please! #negativedegrees #buffalo #snowwillnevermelt
neutral,0.6332,Delta,0,@JetBlue you know it!!
neutral,0.6382,Delta,0,@JetBlue @hanneslohmann cool
positive,0.6774,Delta,0,@JetBlue u the real MVP http://t.co/jWL26G6lRw
positive,1.0,Delta,0,@JetBlue No worries. Time flew in the terminal and now we're taking off. Thanks again!
positive,0.6526,Delta,0,"@JetBlue messaged you, thanks"
neutral,0.6196,Delta,0,@JetBlue will I be compensated for delays or Cancelled Flightlation?
positive,1.0,Delta,0,@JetBlue I will. Thank you!
neutral,0.6411,Delta,0,@JetBlue dang. Pandora? Does it look like it may get pushed back more or is this likely it?
negative,1.0,Delta,0,"@JetBlue poor storm customer service, 1hr takeoff delay waiting for the snack cart, rude steward (no names) and I love you guys. #TrueBlue"
negative,1.0,Delta,0,"@JetBlue before departure, while people who are delayed get up to $200 to compensate their time.."
negative,0.6733,Delta,0,"@JetBlue No, it is one I'm trying to make, but it is probably too Late Flight. I did not see an email that I could call. Pittsburgh International."
neutral,0.3494,Delta,0,@JetBlue I have more flights that I'd love to redeem for some points but they're a little over a year old. Is there a historical limit?
negative,1.0,Delta,0,@JetBlue has the worst customer service out of any airline company. #dontflythem
negative,1.0,Delta,0,@JetBlue what's up with the random delay on flight 1729? Any chance of it being a false alarm?
negative,1.0,Delta,0,"@JetBlue I lost a day at the airport and off my trip, I should be compensated for the inconvenience!!!!!"
positive,1.0,Delta,0,@JetBlue Thanks for the reminder of a few older flights I'd taken and the easy access to add points to my new JB account! Awesome service.
neutral,1.0,Delta,0,@JetBlue can I switch my seat for my trip on Sunday?
positive,0.6667,Delta,0,@JetBlue @AmericanAir ah ha! I misread the end date as being 2014 not 2015. Thanks for clarifying :)
negative,0.7018,Delta,0,@JetBlue what is the reason for the delay
neutral,0.6705,Delta,0,@JetBlue where do I add my AA loyalty number to my Jetblue reservation?
positive,0.6639,Delta,0,@JetBlue I'll see you on board again soon!
neutral,1.0,Delta,0,@JetBlue is flt 1202 delayed?
neutral,0.6295,Delta,0,@JetBlue #AfterAll indeed! https://t.co/swWhYhEn76 #LoveSongFriday #Cheesy #80sweresomuchfun #BrandLoveAffair
positive,1.0,Delta,0,@JetBlue heading to Buffalo... trading the cold in Boston for colder in Buffalo... Maybe the Caribbean next time?
neutral,0.6507,Delta,0,@JetBlue and @WSJ team up offering in-flight access to journal content http://t.co/PTsbkA4cDJ
positive,1.0,Delta,0,@JetBlue Of course U know I would like 2 lay you down in a #BedofRoses as long as they're #mint colored! https://t.co/3QYEzHjGsb #brandmance
neutral,0.7040000000000001,Delta,0,@JetBlue Now ur asking for the heavy guns! You know #IWouldDoAnythingForLove https://t.co/Yx1DQJn8nL #BrandMance #LoveSongFriday
neutral,1.0,Delta,0,@JetBlue well mine sure aren't anything to write home about!
positive,1.0,Delta,0,@JetBlue OOH! Good one! Speaking of #MiAmore - Just know that #IAdore https://t.co/fWZClBvuG4 Loving #LoveSongFriday
neutral,1.0,Delta,0,@JetBlue well I'm not sure I'm that bold! lol or are you saying you didn't believe me?? :P
positive,0.6579,Delta,0,@JetBlue i love this song &lt;3 thanks @JetBlue
neutral,0.6409,Delta,0,@JetBlue Let's just say #IDontWannaLiveWithoutYourLove https://t.co/i9KCgaxxFa #ItWasMintToBe #BestInClassSocial #ThankYou #Travel #Business
neutral,1.0,Delta,0,@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Digital Journal http://t.co/ucF0B0bQ8r
neutral,0.343,Delta,0,@JetBlue I did.... Would be nice to see more services out of @triflight instead of having to drive 3-4 hrs to like charlotte or atlanta
positive,1.0,Delta,0,@JetBlue currently dancing in the terminal. love Stevie!
positive,1.0,Delta,0,@JetBlue thank you for being jetblue and not jetgreen or jetred. blue is my favorite color! and jet blue makes it better :)
neutral,0.6768,Delta,0,@JetBlue We already won the tickets but she's totally on a beach right now. #flightlanding #sunscreen #feelsgood http://t.co/5PvG2hJXKp
neutral,0.6698,Delta,0,@JetBlue will you please start offering more routes out of @triflight to more locations
positive,1.0,Delta,0,@JetBlue @WSJ #JETBLUE treated me right as a #disabledtraveler thanks for a no hassle flight to @jamaica
negative,0.6585,Delta,0,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Ur60Un86gy
neutral,0.67,Delta,0,@JetBlue I'm looking every day just watching for a deal. I have specific dates so fare finder doesn't help me
positive,1.0,Delta,0,@JetBlue flight booked! Heading out to California with the @WikiPearl team for  @NatProdExpo on March 6-8! Can't wait! #ExpoWest
positive,0.6719,Delta,0,@JetBlue totally would have.... but the outside view was even more camera ready haha #EvenMoreSpace #EvenMoreView http://t.co/dXuX6DBfd3
negative,1.0,Delta,0,@JetBlue dont really know what that means but this isnt the best first-time-flying-w-a-16mo old experience. likelihood of addtl delays 2nt?
positive,0.6701,Delta,0,@JetBlue sent :-) curious to see what kind of comp we get.
positive,0.6816,Delta,0,@JetBlue I can't wait to hear back from you regarding the internship opportunity! 😊
neutral,1.0,Delta,0,@JetBlue why don't you fly to #nashville? :(
negative,1.0,Delta,0,"@JetBlue I ❤️ Jetblue but i was on flt 277 from fll to sfo. tke off was over 1 hr Late Flight, div to phx &amp; got in 2 hrs Late Flight. What will be done?"
negative,1.0,Delta,0,@JetBlue sis and 16 month old nephew are. Last nights flight and this am mega delayed. Now this evening's is starting w delays. Why?
neutral,1.0,Delta,0,@JetBlue Challenge accepted. First 5 crew members to send pics in the chairs get FREE tickets to visit us. #wager #IsItSummerYet
neutral,1.0,Delta,0,@JetBlue what's a good address to send feedback over email?
positive,1.0,Delta,0,@JetBlue Thanks for the $100 credit because of the 4hr delay. I can tell customer service means a lot to YOU #Thankful
negative,1.0,Delta,0,@JetBlue what is going on with your BDL to DCA flights yesterday and today?! Why is every single one getting delayed?
neutral,1.0,Delta,0,@JetBlue I did. They said not as of now. Let's cross fingers it happens before departing
neutral,1.0,Delta,0,@JetBlue's CEO battles to appease passengers and Wall Street - Lake Wylie #Pilot http://t.co/jgor0vdI3S
neutral,0.6392,Delta,0,@JetBlue OK cool.  I need to listen to some Dre and Snoop en route to LA.  That would have been a shame.
positive,1.0,Delta,0,@JetBlue thank you for always have the most amazing customer service! Bring on The Disney Princess Half Marathon
negative,1.0,Delta,0,"@JetBlue we've been delayed for almost 2 hrs. I take JetBlue because I've had good luck, but today is really frustrating."
neutral,1.0,Delta,0,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/D1eRGPdWsJ
neutral,1.0,Delta,0,@JetBlue trivia contest to win flight. 1 question. RT and Follow &amp; I'll send you answer to enter. http://t.co/AucSYKFUHD via @WSJPlus
positive,0.6838,Delta,0,@JetBlue I definitely will. Thanks!
positive,0.6667,Delta,0,@JetBlue I'm #MakingLoveOutofNothingAtAll on my #brandloveaffair to #LAX https://t.co/kdHRUF54sW
negative,1.0,Delta,0,@JetBlue something they're not telling us (2)
neutral,0.6709,Delta,0,@JetBlue that's what we've been told however how would this work if you're going overseas? Bottom line is passengers feel as if there's (1)
negative,1.0,Delta,0,@JetBlue we've been on the runway for over an hour. Now the water pressure is low and taxiing back for maintenance. #1572
negative,1.0,Delta,0,@JetBlue thanks for the heads up about the 2 hour delay #sarcasm #patienceiswearingthin #woof
positive,1.0,Delta,0,@JetBlue Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!
negative,1.0,Delta,0,"@jetblue when i sign in into TrueBlue, why do I have to do it twice? happens to everyone around me"
negative,1.0,Delta,0,@JetBlue mechanical failure isn't Boston' fault.
positive,0.6566,Delta,0,@JetBlue Oh that totally looks on par with @AmericanAir's Admirals Club; any way you can slide us a couple passes? ;)
negative,0.6883,Delta,0,@JetBlue 290 to Boston
neutral,0.6806,Delta,0,@JetBlue thanks bae
negative,1.0,Delta,0,@JetBlue I’m going to miss a hugely important meeting because of your constant delays #itscostingmeincome
positive,1.0,Delta,0,@JetBlue gr8 #Mint crew on #flight 123 to #LAX they're #Mintalicious #TrueBlueLove #ShelleyandMarcRock #travel #air
positive,1.0,Delta,0,"@JetBlue Thanks for offering this service, guys! http://t.co/xDjzkC34GB"
negative,0.7090000000000001,Delta,0,@JetBlue when your flights delayed :)))&gt;&gt;&gt;
positive,0.6701,Delta,0,"@JetBlue what can I say, I'm #LostinLove w/our #brandmance https://t.co/Bzwgp7aDVE #wemosaictogether #Mint #Love"
neutral,1.0,Delta,0,@JetBlue should I be nervous about a Sunday AM flight Baltimore to Boston? Any suggestions on what I can do? Need to be in Boston by Monday.
positive,1.0,Delta,0,@JetBlue you guys rock!! http://t.co/LA397zaoAY
positive,1.0,Delta,0,"That would be great! I never thought I'd be the sort who'd be into them, but it really makes the flying experience more bearable @JetBlue"
negative,0.9278,Delta,0,@JetBlue sorry to report we are stuck on Tarmac.. Being held so #notwheelsup
positive,1.0,Delta,0,@JetBlue thanks to the gent on the phone who fixed my BOS-MCO flight and the fee waiver! A320 now :) #flyfi ! I forget her name :(
neutral,0.6702,Delta,0,@JetBlue Airways Hits New 52-Week High at $17.58 (JBLU) - sleekmoney http://t.co/zdKXn4kTOu
negative,1.0,Delta,0,"I was a bit steamed in conjunction w/my new 7-hour wait at first, but having sat down and bought a bit of tea, I've settled some @JetBlue"
positive,0.7053,Delta,0,"Thanks! Hope I don't look like a complainer, I've written of good experiences w/you in the past and am making do in terminal 5 :) @JetBlue"
neutral,0.65,Delta,0,"@jetblue We'd love to help Shanese Bryant-Melton, a hard-working grandmother from DC, go to Miami. It's on her bucket list. #flyitforward"
neutral,1.0,Delta,0,@JetBlue Just signed up for TrueBlue and booked a flight but keep getting an error when I try to link it to my TB account. What's the deal?
positive,1.0,Delta,0,@JetBlue Success! Good work JetBlue team
neutral,0.6316,Delta,0,@JetBlue I hope so. The plane does appear to be leaving a nearby terminal for our gate.
positive,1.0,Delta,0,@JetBlue great flight! Great view! :-) http://t.co/Yxn00pnOav
positive,1.0,Delta,0,@JetBlue beautiful ride. Thanks again:)
positive,1.0,Delta,0,@JetBlue perfect! Probably need some coffee to stay awake during the night ;)
negative,1.0,Delta,0,"@JetBlue appreciate what you've done on your end to make this right, but still unhappy with initial incident. Will be calling."
neutral,1.0,Delta,0,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Of7PFvQpOY
negative,1.0,Delta,0,"Lines may be extra long or security slow, but seems your employees too quick to blame customers who don't arrive 3-4 hours ahead @JetBlue"
negative,1.0,Delta,0,"@JetBlue This is the error message: Paper tickets cannot be serviced on-line.
Please see a JetBlue Crewmember for assistance."
neutral,1.0,Delta,0,@JetBlue are there any food places open at the JFK T5 24//?
negative,0.6706,Delta,0,@JetBlue CCNDJP/ I can send a screen shot of the systems error if an email address is provided
negative,1.0,Delta,0,"@JetBlue Inconvenience is an understatement. More like torture. Clearly going down the wrong path, JetBlue."
negative,1.0,Delta,0,"@JetBlue don't just cling on to the safety card. It safety was really an issue, then flight would have landed immediately. ."
neutral,1.0,Delta,0,@JetBlue no. Did not catch his name. I am sure Jason will know.
negative,1.0,Delta,0,@JetBlue I waited in line all that time to be told by a crewmember that there's no update until 9:30 #3HrDelay #disappointed
negative,1.0,Delta,0,@JetBlue   Phone agents can't see same flights I see online???  Can't change tickets even when I am paying. Very frustrating #jetblue
negative,1.0,Delta,0,@JetBlue Why was flight 669 forced to return to NY when there was a malfunction? Why not land in the countless air strips surrounding Chi?
positive,1.0,Delta,0,@JetBlue haha no need to apologize 😁 I'll be Flight Booking Problems sooner than Late Flightr. I love JetBlue
neutral,0.6579,Delta,0,@JetBlue Oh I will. #Disney bound. #workhard #playsoon
neutral,1.0,Delta,0,@JetBlue's CEO battles to appease passengers and Wall Street - @TheVDT http://t.co/VD0tLomtwu
negative,1.0,Delta,0,@JetBlue Denver-Boston 2/10 flight 994  and Boston-Denver 2/15 flight 493 (both planes!) visible snack crumbs on seats on all upon boarding
negative,1.0,Delta,0,"@JetBlue Felt a bit like they were adding insult to injury, since we'll be in terminal 5 for seven hours until the next flight :/"
neutral,0.6533,Delta,0,@JetBlue you guys get rid of the hip hop stations on Sirius XM?
negative,1.0,Delta,0,@JetBlue I knew the 3-4 hours sounded odd; missed a flight we hit JFK an hour early for and your gate  attendant told us 3-4 :(
negative,1.0,Delta,0,@JetBlue Well being on time is not going to happen now. Safety does come 1at. Looks like I'll have 2 look 4 another flight now #1stTimeFlyer
neutral,1.0,Delta,0,@JetBlue Airways to continue 'various commercial relationships' with #Lufthansa ... - @CAPA_Aviation http://t.co/o5sifHp4RT
positive,1.0,Delta,0,@JetBlue can't wait! I'll be the one who can't contain herself. 😄
negative,1.0,Delta,0,@JetBlue I hope so. Wanted an early flight to avoid the airport chaos but it's too Late Flight for that!
positive,1.0,Delta,0,@JetBlue Big thanks to Ricardo Olavarria at Reagan Airport. Fixed our ticket and made sure we made it for our friend's wedding #greatservice
positive,1.0,Delta,0,@JetBlue Really!? That's good to hear! Thanks for the update @walls29 We may make that business meeting after all.
neutral,1.0,Delta,0,"@JetBlue Spent most of the winter in NNY with Mom,  JetBlue will take me home to FL via BOS on Mon. Miss hubby, kitties, warm #countingdown"
neutral,0.6786,Delta,0,@JetBlue Hey any chance you have an update on Flight 99 Hartford to D.C.?
negative,1.0,Delta,0,@JetBlue no updates on anything! All we know is there is an issue with the front wheels being locked.
negative,1.0,Delta,0,"@JetBlue flight 99 to DCA 2 delays, I'm all for erring on the side of safety but it's an inconvenience to people with connecting flights!!"
neutral,1.0,Delta,0,@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - Broadway World http://t.co/dS22ceeEnj
neutral,1.0,Delta,0,@JetBlue it's time for our #brandmance 2 go #UpWhereWeBelong https://t.co/KtAWbiUUro
neutral,1.0,Delta,0,@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Broadway World http://t.co/AsYqE1tDjp
positive,0.6566,Delta,0,@JetBlue PDX to JFK was suuuuper HOT.
